Prompt;Codestral
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is infrequent for a vehicle to operate for fewer than 2 hours or more than 10 hours in a typical day.
Typically, a vehicle idles for 1 to 5 hours daily.
It is not common for a vehicle to drive for less than 1 hour or more than 5 hours in a day.
It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
In a usual day, the engine speed of a vehicle is between 550 and 1600 rpm.
";" Python3 code:

# It is infrequent for a vehicle to operate for fewer than 2 hours or more than 10 hours in a typical day.
def r1(operating_hours: float) -> bool:
    return 2 <= operating_hours <= 10

# Typically, a vehicle idles for 1 to 5 hours daily.
def r2(idling_hours: float) -> bool:
    return 1 <= idling_hours <= 5

# It is not common for a vehicle to drive for less than 1 hour or more than 5 hours in a day.
def r3(driving_hours: float) -> bool:
    return 1 <= driving_hours <= 5

# It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
def r4(pto_stops: int) -> bool:
    return 20 <= pto_stops <= 250

# In a usual day, the engine speed of a vehicle is between 550 and 1600 rpm.
def r5(engine_speed: float) -> bool:
    return 550 <= engine_speed <= 1600"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is uncommon for a vehicle to spend less than 1 hour or more than 5 hours driving in a day.
It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
It is unusual for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
In a typical day, a vehicle's payload ranges from 0 to 11000 kg.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
";" Python3 code:

# It is uncommon for a vehicle to spend less than 1 hour or more than 5 hours driving in a day.
def r1(hours: float) -> bool:
    return 1 <= hours <= 5

# It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
def r2(rpm: float) -> bool:
    return 550 <= rpm <= 1600

# It is unusual for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
def r3(weight: float) -> bool:
    return 7000 <= weight <= 11500

# In a typical day, a vehicle's payload ranges from 0 to 11000 kg.
def r4(payload: float) -> bool:
    return 0 <= payload <= 11000

# It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
def r5(fuel: float) -> bool:
    return 10 <= fuel <= 100"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: In a typical day, a vehicle idles for 1 to 5 hours.
It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
Usually, a vehicle makes 20 to 250 stops with the PTO engaged per day.
On a typical day, the load on axle 2 ranges from 7000 to 11500 kg.
In a typical day, a vehicle refuels for 0.08 to 0.2 hours.
";" Python3 code:

# In a typical day, a vehicle idles for 1 to 5 hours.
def r1(idle_hours: float) -> bool:
    return 1 <= idle_hours <= 5

# It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
def r2(stops: int) -> bool:
    return 20 <= stops <= 300

# Usually, a vehicle makes 20 to 250 stops with the PTO engaged per day.
def r3(pto_stops: int) -> bool:
    return 20 <= pto_stops <= 250

# On a typical day, the load on axle 2 ranges from 7000 to 11500 kg.
def r4(axle2_load: float) -> bool:
    return 7000 <= axle2_load <= 11500

# In a typical day, a vehicle refuels for 0.08 to 0.2 hours.
def r5(refuel_hours: float) -> bool:
    return 0.08 <= refuel_hours <= 0.2"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is unlikely for a vehicle to operate for less than 2 hours or more than 10 hours in a typical day.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
In a typical day, a vehicle's axle 1 load is between 2000 and 8000 kg.
A vehicle's payload varies from 0 to 11000 kg in a typical day.
It is uncommon for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
";" # It is unlikely for a vehicle to operate for less than 2 hours or more than 10 hours in a typical day.
def r1(hours: float) -> bool:
    return 2 <= hours <= 10

# It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
def r2(speed: float) -> bool:
    return 0 <= speed <= 80

# In a typical day, a vehicle's axle 1 load is between 2000 and 8000 kg.
def r3(load: float) -> bool:
    return 2000 <= load <= 8000

# A vehicle's payload varies from 0 to 11000 kg in a typical day.
def r4(payload: float) -> bool:
    return 0 <= payload <= 11000

# It is uncommon for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
def r5(cycles: int) -> bool:
    return 50 <= cycles <= 300"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: In a typical day, a vehicle's PTO is engaged for 0.2 to 5 hours.
A vehicle idling for less than 1 hour or more than 5 hours in a day is not common.
A vehicle spends 1 to 5 hours driving each typical day.
A payload outside the range of 0 to 11000 kg in a day is unlikely for a vehicle.
A vehicle uses between 10 and 100 dm³ of fuel in a typical day.
";" Python3 code:

# A vehicle's PTO is engaged for 0.2 to 5 hours in a typical day.
def r1(pto: float) -> bool:
    return 0.2 <= pto <= 5

# A vehicle idling for less than 1 hour or more than 5 hours in a day is not common.
def r2(idle: float) -> bool:
    return 1 <= idle <= 5

# A vehicle spends 1 to 5 hours driving each typical day.
def r3(drive: float) -> bool:
    return 1 <= drive <= 5

# A payload outside the range of 0 to 11000 kg in a day is unlikely for a vehicle.
def r4(payload: float) -> bool:
    return 0 <= payload <= 11000

# A vehicle uses between 10 and 100 dm³ of fuel in a typical day.
def r5(fuel: float) -> bool:
    return 10 <= fuel <= 100"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is not typical for the PTO to be engaged for under 0.2 hours or over 5 hours in a day.
Normally, a vehicle makes 20 to 300 stops in a day.
It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
In a typical day, a vehicle's axle 2 load is between 7000 and 11500 kg.
";" Python3 code:

# It is not typical for the PTO to be engaged for under 0.2 hours or over 5 hours in a day.
def r1(pto: float) -> bool:
    return 0.2 <= pto <= 5

# Normally, a vehicle makes 20 to 300 stops in a day.
def r2(stops: int) -> bool:
    return 20 <= stops <= 300

# It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
def r3(pto_stops: int) -> bool:
    return 20 <= pto_stops <= 250

# It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
def r4(speed: float) -> bool:
    return 0 <= speed <= 80

# In a typical day, a vehicle's axle 2 load is between 7000 and 11500 kg.
def r5(axle2_load: float) -> bool:
    return 7000 <= axle2_load <= 11500"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: In a typical day, a vehicle's total operational time ranges from 2 to 10 hours.
A vehicle's PTO operates for 0.2 to 5 hours in a typical day.
On a typical day, a vehicle's engine operates at 550 to 1600 rpm.
Each day, axle 2 carries between 7000 and 11500 kg of load.
It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
";" Python3 code:

# A vehicle's total operational time ranges from 2 to 10 hours in a typical day.
def r1(operational_time: float) -> bool:
    return 2 <= operational_time <= 10

# A vehicle's PTO operates for 0.2 to 5 hours in a typical day.
def r2(pto_operational_time: float) -> bool:
    return 0.2 <= pto_operational_time <= 5

# On a typical day, a vehicle's engine operates at 550 to 1600 rpm.
def r3(engine_rpm: float) -> bool:
    return 550 <= engine_rpm <= 1600

# Each day, axle 2 carries between 7000 and 11500 kg of load.
def r4(axle2_load: float) -> bool:
    return 7000 <= axle2_load <= 11500

# It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
def r5(lifter_cycles: float) -> bool:
    return 50 <= lifter_cycles <= 300"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: During a typical day, a vehicle covers a distance of 20 to 110 km.
On a typical day, a vehicle's speed varies between 0 and 80 km/h.
It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.
On a usual day, a vehicle's payload ranges from 0 to 11000 kg.
";" Python3 code:

# During a typical day, a vehicle covers a distance of 20 to 110 km.
def r1(distance: float) -> bool:
    return 20 <= distance <= 110

# On a typical day, a vehicle's speed varies between 0 and 80 km/h.
def r2(speed: float) -> bool:
    return 0 <= speed <= 80

# It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
def r3(engine_speed: float) -> bool:
    return 550 <= engine_speed <= 1600

# On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.
def r4(load_axle1: float) -> bool:
    return 2000 <= load_axle1 <= 8000

# On a usual day, a vehicle's payload ranges from 0 to 11000 kg.
def r5(payload: float) -> bool:
    return 0 <= payload <= 11000"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
Normally, a vehicle makes 20 to 300 stops in a day.
It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
";" # It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
def r1(distance: float) -> bool:
    return 20 <= distance <= 110

# Normally, a vehicle makes 20 to 300 stops in a day.
def r2(stops: int) -> bool:
    return 20 <= stops <= 300

# It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
def r3(engine_speed: float) -> bool:
    return 550 <= engine_speed <= 1600

# It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
def r4(fuel_consumption: float) -> bool:
    return 10 <= fuel_consumption <= 100

# On a normal day, a vehicle completes 50 to 300 lifter cycles.
def r5(lifter_cycles: int) -> bool:
    return 50 <= lifter_cycles <= 300"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
Each day, axle 3 carries between 4500 and 7500 kg of load.
A payload outside the range of 0 to 11000 kg in a day is unlikely for a vehicle.
It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.
";" Python3 code:

# It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
def r1(speed: float) -> bool:
    return 0 <= speed <= 80

# It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
def r2(axle2_load: float) -> bool:
    return 7000 <= axle2_load <= 11500

# Each day, axle 3 carries between 4500 and 7500 kg of load.
def r3(axle3_load: float) -> bool:
    return 4500 <= axle3_load <= 7500

# A payload outside the range of 0 to 11000 kg in a day is unlikely for a vehicle.
def r4(payload: float) -> bool:
    return 0 <= payload <= 11000

# It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.
def r5(refuel_time: float) -> bool:
    return 0.08 <= refuel_time <= 0.2"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is unusual for the PTO to be engaged for less than 0.2 hours or more than 5 hours in a day.
A vehicle spends 1 to 5 hours driving each typical day.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
On a typical day, a vehicle's engine operates at 550 to 1600 rpm.
In a typical day, a vehicle refuels for 0.08 to 0.2 hours.
";" Python3 code:

# It is unusual for the PTO to be engaged for less than 0.2 hours or more than 5 hours in a day.
def r1(pto: float) -> bool:
    return 0.2 <= pto <= 5

# A vehicle spends 1 to 5 hours driving each typical day.
def r2(driving_hours: float) -> bool:
    return 1 <= driving_hours <= 5

# It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
def r3(speed: float) -> bool:
    return 0 <= speed <= 80

# On a typical day, a vehicle's engine operates at 550 to 1600 rpm.
def r4(engine_rpm: float) -> bool:
    return 550 <= engine_rpm <= 1600

# In a typical day, a vehicle refuels for 0.08 to 0.2 hours.
def r5(refueling_hours: float) -> bool:
    return 0.08 <= refueling_hours <= 0.2"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: On a usual day, a vehicle travels between 20 and 110 km.
It is unusual for a vehicle to operate at speeds outside the range of 0 to 80 km/h in a day.
It is uncommon for a vehicle's engine speed to be outside the range of 550 to 1600 rpm in a day.
It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
It is unusual for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
";" Python3 code:

# On a usual day, a vehicle travels between 20 and 110 km.
def r1(distance: float) -> bool:
    return 20 <= distance <= 110

# It is unusual for a vehicle to operate at speeds outside the range of 0 to 80 km/h in a day.
def r2(speed: float) -> bool:
    return 0 <= speed <= 80

# It is uncommon for a vehicle's engine speed to be outside the range of 550 to 1600 rpm in a day.
def r3(engine_speed: float) -> bool:
    return 550 <= engine_speed <= 1600

# It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
def r4(axle2_weight: float) -> bool:
    return 7000 <= axle2_weight <= 11500

# It is unusual for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
def r5(fuel_consumption: float) -> bool:
    return 10 <= fuel_consumption <= 100"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
In a typical day, a vehicle's total operational time ranges from 2 to 10 hours.
Typically, a vehicle idles for 1 to 5 hours daily.
In a typical day, a vehicle spends 1 to 5 hours driving.
Normally, a vehicle makes 20 to 300 stops in a day.
";" Python3 code:

# It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
def r1(distance: float) -> bool:
    return 20 <= distance <= 110

# In a typical day, a vehicle's total operational time ranges from 2 to 10 hours.
def r2(operational_time: float) -> bool:
    return 2 <= operational_time <= 10

# Typically, a vehicle idles for 1 to 5 hours daily.
def r3(idle_time: float) -> bool:
    return 1 <= idle_time <= 5

# In a typical day, a vehicle spends 1 to 5 hours driving.
def r4(driving_time: float) -> bool:
    return 1 <= driving_time <= 5

# Normally, a vehicle makes 20 to 300 stops in a day.
def r5(stops: int) -> bool:
    return 20 <= stops <= 300"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
It is uncommon for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
It is unusual for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
On a normal day, a vehicle performs 50 to 300 compaction cycles.
It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
";" Python3 code:

# It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
def r1(distance: float) -> bool:
    return 20 <= distance <= 110

# It is uncommon for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
def r2(weight: float) -> bool:
    return 4500 <= weight <= 7500

# It is unusual for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
def r3(fuel_consumption: float) -> bool:
    return 10 <= fuel_consumption <= 100

# On a normal day, a vehicle performs 50 to 300 compaction cycles.
def r4(compaction_cycles: int) -> bool:
    return 50 <= compaction_cycles <= 300

# It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
def r5(lifter_cycles: int) -> bool:
    return 50 <= lifter_cycles <= 300"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is infrequent for a vehicle to make fewer than 20 stops or exceed 300 stops in a day.
In a typical day, a vehicle makes 20 to 250 stops with the PTO engaged.
It is unlikely for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
It is infrequent for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
It is unusual for a vehicle to take less than 0.08 hours or more than 0.2 hours to refuel in a day.
";" Python3 code:

# It is infrequent for a vehicle to make fewer than 20 stops or exceed 300 stops in a day.
def r1(stops: int) -> bool:
    return 20 <= stops <= 300

# In a typical day, a vehicle makes 20 to 250 stops with the PTO engaged.
def r2(pto_stops: int) -> bool:
    return 20 <= pto_stops <= 250

# It is unlikely for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
def r3(axle1_weight: float) -> bool:
    return 2000 <= axle1_weight <= 8000

# It is infrequent for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
def r4(axle3_weight: float) -> bool:
    return 4500 <= axle3_weight <= 7500

# It is unusual for a vehicle to take less than 0.08 hours or more than 0.2 hours to refuel in a day.
def r5(refuel_time: float) -> bool:
    return 0.08 <= refuel_time <= 0.2"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: On a normal day, the PTO operates for 0.2 to 5 hours.
Normally, a vehicle makes 20 to 300 stops in a day.
It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
On a typical day, the load on axle 2 ranges from 7000 to 11500 kg.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
";" Python3 code:

# On a normal day, the PTO operates for 0.2 to 5 hours.
def r1(pto_hours: float) -> bool:
    return 0.2 <= pto_hours <= 5

# Normally, a vehicle makes 20 to 300 stops in a day.
def r2(stops: int) -> bool:
    return 20 <= stops <= 300

# It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
def r3(pto_stops: int) -> bool:
    return 20 <= pto_stops <= 250

# On a typical day, the load on axle 2 ranges from 7000 to 11500 kg.
def r4(axle2_load: float) -> bool:
    return 7000 <= axle2_load <= 11500

# It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
def r5(fuel_consumption: float) -> bool:
    return 10 <= fuel_consumption <= 100"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: On a normal day, the PTO operates for 0.2 to 5 hours.
In a typical day, a vehicle idles for between 1 and 5 hours.
On a typical day, a vehicle's speed varies between 0 and 80 km/h.
Each day, axle 2 carries between 7000 and 11500 kg of load.
It is unusual for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
";" Python3 code:

# On a normal day, the PTO operates for 0.2 to 5 hours.
def r1(pto_hours: float) -> bool:
    return 0.2 <= pto_hours <= 5

# In a typical day, a vehicle idles for between 1 and 5 hours.
def r2(idle_hours: float) -> bool:
    return 1 <= idle_hours <= 5

# On a typical day, a vehicle's speed varies between 0 and 80 km/h.
def r3(speed: float) -> bool:
    return 0 <= speed <= 80

# Each day, axle 2 carries between 7000 and 11500 kg of load.
def r4(load: float) -> bool:
    return 7000 <= load <= 11500

# It is unusual for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
def r5(fuel_consumption: float) -> bool:
    return 10 <= fuel_consumption <= 100"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is rare for a vehicle to idle for less than 1 hour or more than 5 hours in a day.
It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
In a typical day, a vehicle performs 50 to 300 compaction cycles.
";" Python3 code:

# It is rare for a vehicle to idle for less than 1 hour or more than 5 hours in a day.
def r1(idle_hours: float) -> bool:
    return 1 <= idle_hours <= 5

# It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
def r2(stops: int) -> bool:
    return 20 <= stops <= 300

# It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
def r3(pto_stops: int) -> bool:
    return 20 <= pto_stops <= 250

# It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
def r4(fuel_consumption: float) -> bool:
    return 10 <= fuel_consumption <= 100

# In a typical day, a vehicle performs 50 to 300 compaction cycles.
def r5(compaction_cycles: int) -> bool:
    return 50 <= compaction_cycles <= 300"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is unusual for the PTO to be engaged for less than 0.2 hours or more than 5 hours in a day.
In a typical day, a vehicle spends 1 to 5 hours driving.
It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
";" Python3 code:

# It is unusual for the PTO to be engaged for less than 0.2 hours or more than 5 hours in a day.
def r1(pto: float) -> bool:
    return 0.2 <= pto <= 5

# In a typical day, a vehicle spends 1 to 5 hours driving.
def r2(driving_hours: float) -> bool:
    return 1 <= driving_hours <= 5

# It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
def r3(stops: int) -> bool:
    return 20 <= stops <= 300

# A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
def r4(pto_stops: int) -> bool:
    return 20 <= pto_stops <= 250

# It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
def r5(speed: float) -> bool:
    return 0 <= speed <= 80"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
[[EXAMPLE_TEXT]]
Example Python3 code:
[[EXAMPLE]]
Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
It is rare for a vehicle to idle for less than 1 hour or more than 5 hours in a day.
On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
A vehicle uses between 10 and 100 dm³ of fuel in a typical day.
It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.
";" Python3 code:

# It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
def r1(distance: float) -> bool:
    return 20 <= distance <= 110

# It is rare for a vehicle to idle for less than 1 hour or more than 5 hours in a day.
def r2(idle_time: float) -> bool:
    return 1 <= idle_time <= 5

# On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
def r3(load: float) -> bool:
    return 4500 <= load <= 7500

# A vehicle uses between 10 and 100 dm³ of fuel in a typical day.
def r4(fuel_usage: float) -> bool:
    return 10 <= fuel_usage <= 100

# It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.
def r5(refuel_time: float) -> bool:
    return 0.08 <= refuel_time <= 0.2"
